what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1343198771170
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1343198771201
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1343198771217
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1343198771248
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1343198771295
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1343198771326
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1343198771389
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1343198771420
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1343198771436
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1343198771467
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1343198771482
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1343198771498
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1343198771514
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1343198771561
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1343198771592
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1343198771607
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1343198771654
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1343198771717
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1343198771732
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1343198771764
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1343198771811
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1343198771842
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1343198771857
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1343198771920
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1343198772014
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1343198772045
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1343198772061
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1343198772123
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1343198772154
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1343198772170
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1343198772217
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1343198772217
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1343198772232
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1343198772264
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1343198772311
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1343198772326
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1343198772342
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1343198772373
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1343198772373
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1343198772420
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1343198772420
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1343198772451
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1343198772467
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1343198772482
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1343198772498
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1343198772514
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1343198772561
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1343198772654
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1343198772764
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1343198772842
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1343198772951
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1343198773045
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1343198773123
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1343198773123
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1343198773154
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1343198773232
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1343198773279
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1343198773295
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1343198773357
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1343198773420
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1343198773482
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1343198773514
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1343198773561
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1343198773607
started,bundle,com.ibm.team.apt.common,2.3.0.v20110308_0258,"com.ibm.team.apt.common",1343198773670
started,bundle,com.ibm.team.build.ui,2.1.0.v20110308_0258,"com.ibm.team.build.ui",1343198773732
started,bundle,com.ibm.team.collaboration.rcp.core,1.1.0.v20101123_1746,"com.ibm.team.collaboration.rcp.core",1343198773732
started,bundle,com.ibm.team.collaboration.rcp.ui,1.1.0.v20101123_1746,"com.ibm.team.collaboration.rcp.ui",1343198773748
started,bundle,com.ibm.team.filesystem.cli.client,2.1.0.v20110308_0258,"com.ibm.team.filesystem.cli.client",1343198773795
started,bundle,com.ibm.team.filesystem.cli.core,2.1.0.v20110308_0258,"com.ibm.team.filesystem.cli.core",1343198773826
started,bundle,com.ibm.team.filesystem.cli.logging,1.1.0.v20110308_0258,"com.ibm.team.filesystem.cli.logging",1343198773826
started,bundle,com.ibm.team.filesystem.client,2.1.0.v20110308_0258,"com.ibm.team.filesystem.client",1343198773842
started,bundle,com.ibm.team.filesystem.common,2.1.0.v20110308_0258,"com.ibm.team.filesystem.common",1343198773904
started,bundle,com.ibm.team.filesystem.ide.ui,2.1.0.v20110308_0258,"com.ibm.team.filesystem.ide.ui",1343198773998
started,bundle,com.ibm.team.filesystem.rcp.core,2.1.0.v20110308_0258,"com.ibm.team.filesystem.rcp.core",1343198774045
started,bundle,com.ibm.team.filesystem.rcp.ui,2.1.0.v20110308_0258,"com.ibm.team.filesystem.rcp.ui",1343198774076
started,bundle,com.ibm.team.foundation.common,1.1.0.v20101123_1746,"com.ibm.team.foundation.common",1343198774107
started,bundle,com.ibm.team.foundation.rcp.core,1.1.0.v20110301_2311,"com.ibm.team.foundation.rcp.core",1343198774170
started,bundle,com.ibm.team.foundation.rcp.ui,1.1.0.v20101123_1746,"com.ibm.team.foundation.rcp.ui",1343198774170
started,bundle,com.ibm.team.interop.common,2.1.0.v20110308_0258,"com.ibm.team.interop.common",1343198774201
started,bundle,com.ibm.team.javalogging.ui,1.1.0.v20101123_1746,"com.ibm.team.javalogging.ui",1343198774201
started,bundle,com.ibm.team.jface,1.1.0.v20101123_1746,"com.ibm.team.jface",1343198774217
started,bundle,com.ibm.team.log4j.ui,1.1.0.v20101123_1746,"com.ibm.team.log4j.ui",1343198774232
started,bundle,com.ibm.team.metronome,2.1.0.v20110308_0258,"com.ibm.team.metronome",1343198774232
started,bundle,com.ibm.team.process.common,1.2.0.v20110120_1907,"com.ibm.team.process.common",1343198774326
started,bundle,com.ibm.team.process.rcp.ui,1.2.0.v20110301_2311,"com.ibm.team.process.rcp.ui",1343198774357
started,bundle,com.ibm.team.repository.client,1.1.0.v20110119_0113,"com.ibm.team.repository.client",1343198774639
started,bundle,com.ibm.team.repository.common,1.1.0.v20110217_2250,"com.ibm.team.repository.common",1343198774670
started,bundle,com.ibm.team.repository.common.remoteaccess,1.1.0.v20110119_0113,"com.ibm.team.repository.common.remoteaccess",1343198774686
started,bundle,com.ibm.team.repository.common.serialize,1.1.0.v20110209_0130,"com.ibm.team.repository.common.serialize",1343198774717
started,bundle,com.ibm.team.repository.rcp.common,2.1.0.v20110308_0258,"com.ibm.team.repository.rcp.common",1343198774748
started,bundle,com.ibm.team.repository.rcp.core,2.1.0.v20110308_0258,"com.ibm.team.repository.rcp.core",1343198774779
started,bundle,com.ibm.team.repository.rcp.ui,2.1.0.v20110308_0258,"com.ibm.team.repository.rcp.ui",1343198774795
started,bundle,com.ibm.team.scm.common,2.1.0.v20110308_0258,"com.ibm.team.scm.common",1343198774826
started,bundle,com.ibm.team.workitem.client,2.2.0.v20110308_0258,"com.ibm.team.workitem.client",1343198774857
started,bundle,com.ibm.team.workitem.common,2.3.0.v20110308_0258,"com.ibm.team.workitem.common",1343198774920
started,bundle,com.ibm.team.workitem.rcp.core,2.1.0.v20110308_0258,"com.ibm.team.workitem.rcp.core",1343198774951
started,bundle,com.ibm.team.workitem.rcp.ui,2.2.0.v20110308_0258,"com.ibm.team.workitem.rcp.ui",1343198774998
started,bundle,com.ibm.teamz.fileagent,1.1.0.v20110308_0258,"com.ibm.teamz.fileagent",1343198774998
started,bundle,zero.cli.api,2.0.31061,"zero.cli.api",1343198775045
started,bundle,zero.eclipse.core,2.0.30263,"zero.eclipse.core",1343198775076
started,bundle,zero.eclipseui,2.0.31061,"zero.eclipseui",1343198775076
started,bundle,org.codehaus.groovy,1.8.4.xx-20111212-0800-e36-RELEASE,"org.codehaus.groovy",1343198775107
started,bundle,org.eclipse.jdt.core,3.6.2.xx-20111212-0800-e36-RELEASE,"org.eclipse.jdt.core",1343198775139
started,bundle,org.eclipse.jdt.groovy.core,2.6.0.xx-20111212-0800-e36-RELEASE,"org.eclipse.jdt.groovy.core",1343198775170
os,sysinfo,,,"win32",1343198775186
arch,sysinfo,,,"x86",1343198775186
ws,sysinfo,,,"win32",1343198775186
locale,sysinfo,,,"zh_CN",1343198775186
processors,sysinfo,,,"2",1343198775186
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343198775186
java.runtime.version,sysinfo,,,"jvmwi3260sr8-20100401_55940",1343198775186
java.specification.name,sysinfo,,,"Java Platform API Specification",1343198775186
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343198775186
java.specification.version,sysinfo,,,"1.6",1343198775186
java.vendor,sysinfo,,,"IBM Corporation",1343198775186
java.version,sysinfo,,,"1.6.0",1343198775186
java.vm.info,sysinfo,,,"JRE 1.6.0 IBM J9 2.4 Windows XP x86-32 jvmwi3260sr8-20100401_55940 (JIT enabled, AOT enabled)\nJ9VM - 20100401_055940\nJIT  - r9_20100401_15339\nGC   - 20100308_AA",1343198775186
java.vm.name,sysinfo,,,"IBM J9 VM",1343198775186
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343198775186
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343198775186
java.vm.specification.version,sysinfo,,,"1.0",1343198775186
java.vm.vendor,sysinfo,,,"IBM Corporation",1343198775186
java.vm.version,sysinfo,,,"2.4",1343198775186
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1343198776076
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1343198776092
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1343198776264
started,bundle,com.ibm.ccl.help.preferenceharvester,1.0.5.v20101111_2005,"com.ibm.ccl.help.preferenceharvester",1343198776404
started,bundle,com.ibm.team.feed.ui,1.1.0.v20101123_1746,"com.ibm.team.feed.ui",1343198776467
started,bundle,com.ibm.team.feed.core,1.1.0.v20101123_1746,"com.ibm.team.feed.core",1343198776498
started,bundle,com.ibm.team.filesystem.rcp.ui.workitems,2.1.0.v20110308_0258,"com.ibm.team.filesystem.rcp.ui.workitems",1343198776748
started,bundle,com.ibm.team.fulltext.ide.ui,1.1.0.v20101123_1746,"com.ibm.team.fulltext.ide.ui",1343198776764
started,bundle,com.ibm.team.fulltext.common,1.1.0.v20101123_1746,"com.ibm.team.fulltext.common",1343198776795
started,bundle,com.ibm.team.fulltext.client,1.1.0.v20101123_1746,"com.ibm.team.fulltext.client",1343198776826
started,bundle,org.codehaus.groovy.eclipse.dsl,2.6.0.xx-20111212-0800-e36-RELEASE,"org.codehaus.groovy.eclipse.dsl",1343198776873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198824451
started,bundle,org.codehaus.groovy.eclipse.core,2.6.0.xx-20111212-0800-e36-RELEASE,"org.codehaus.groovy.eclipse.core",1343198824701
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1343198824904
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1343198825217
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1343198825748
started,bundle,org.codehaus.groovy.eclipse.ui,2.6.0.xx-20111212-0800-e36-RELEASE,"org.codehaus.groovy.eclipse.ui",1343198825857
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343198825998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198836420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198836451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198836545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198838748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198839295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198923420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198923951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198925123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198925232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198954795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198955686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198956967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343198999561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199003232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199003248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199003357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199004904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199005357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199005357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199005482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199053357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199055670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199470498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199471951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199471967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199472389
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199647264
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199647732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199647748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199647982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199658076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199661295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199663670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199665045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199665186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199667139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199737326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199738545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199753592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199753795
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199753811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199753920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199864139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199864717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199865951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199866092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199871029
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343199872592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200153701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200155561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200155576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200155701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200624920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200625826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200625842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343200625904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343201582701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343201582717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343201598717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343201599123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343203480045
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343203480982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343203484232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204074920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204076264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204076295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204077342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204077467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204979701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343204982498
